Season,Episode,Character,Line
10,3,Kyle,"Whoa whoa wait a minute!  This isn't what I signed up for! I like Family Guy. Why do we have to get it off the air forever?
"
10,3,Cartman,"Because they made f-fun of Muslims, and and that's wrong.
"
10,3,Kyle,"But that doesn't mean it has to go off the air. You should like that show. Your sense of humor is just like Family Guy.
"
10,3,Cartman,"Don't you EVER, EVER, compare me to Family Guy! You hear me Kyle??!! Compare me to Family Guy again, and so help me I will kill you where you stand! 
"
10,3,Kyle,"You unbelievable son of a bitch. You never cared about the Muslim religion. Or the safety of people in America. You just want Family Guy off the air!
"
10,3,Cartman,"Do you have any idea what it's like?! Everywhere I go, ""Hey Cartman, you must like Family Guy, right?"" ""Hey, your sense of humor reminds me of Family Guy, Cartman.""  I am NOTHING like Family Guy! When I make jokes, they are inherent to a story! Deep, situational and emotional jokes based on what is relevant and has a POINT! Not just one interchangeable joke after another!!
"
10,3,Kyle,"What are you talking about?!
"
10,3,Cartman,"YOU DON'T UNDERSTAND!
"
10,3,Kyle,"I can't believe I let you scare me into taking your side. You used fear to make me stop believing in free speech.
"
10,3,Cartman,"Well... I guess you won't be helping me now. No biggie. I don't NEED you to get the episode pulled! 
"
10,3,Kyle,"No!  I am NOT letting you go to that television studio and pretend... to care about safety and sensitivity to get a show you don't like off the air!
"
10,3,Cartman,"Well then Kyle, I guess we- ...Oh my God, is that Tim McGraw?
"
10,3,Kyle,"What?  CARTMAN! 
"
10,3,Cartman,"Kyle, stop it!
"
10,3,Cartman,"Holy Crap! 
"
10,3,Kyle,"Ahhh!
"
10,3,Trooper,"Stay on 'em!  Jesus, Mary! 
"
10,3,Prof. Thomas,"If you have children, be sure to bury their heads in the sand before you bury your own. 
"
10,3,Stan,"Dad, I don't wanna bury my head in the sand.
"
10,3,Randy,"It's the best say, Stanley. Did you eat your Fruit Roll-Up?
"
10,3,Stan,"Yeah.
"
10,3,Randy,"All right, make sure your snorkel is working.  All right, now get your head in the hole.
"
10,3,Stan,"Dad, this is stupid.
"
10,3,Randy,"Stanley, there's no time for your immaturity! Do it!  All right Sharon, now do me. 
"
10,3,Jimbo,"Uh Professor, we all just thought of somethin'. If everyone has their head buried by the person standing to their left, then who's gonna bury the last person's head?
"
10,3,Prof. Thomas,"Yes. I'm afraid one person is going to have to be last, and... not have his head in the sand.
"
10,3,Farmer,"I'll do it.
"
10,3,Wife,"Dylan, no!
"
10,3,Prof. Thomas,"You realize by not burying your head in sand, you'll appear to be a part of the Family Guy audience.
"
10,3,Dylan,"Yes, I know.
"
10,3,Wife,"Dylan, please, you can't!
"
10,3,Dylan,"Somebody has to do it, Sarah.  You run along now and you get your head in the sand. I'll be all right.  You have to understand... I'm all she has. 
"
10,3,Mrs. Garrison,"Who are those people?
"
10,3,Kyle,"No!  AAAAH!  AAAAH! 
"
10,3,Cartman,"Hahahaha! So long, Kyle!
"
10,3,Kyle,"You son of a bitch! I won't let you win! You hear me?!
"
10,3,Cartman,"Suck mah balls, Kyle! 
"
10,3,President Bush,"Are you the network president?
"
10,3,FOX President,"Yes, Mr. President.
"
10,3,President Bush,"We need to discuss this Family Guy episode, Mr. President.
"
10,3,FOX President,"Mr. President, my hands are tied. The Family Guy writers insist I don't censor Mohammad.
"
10,3,President Bush,"But Mr. President, this is a matter of national security. They must be reasoned with.
"
10,3,FOX President,"Mr. President, there's something about the Family Guy writing staff I think you should know. 
"
10,3,Announcer,"Next week on South Park: The race continues. Cartman reaches the Family Guy Studio and learns the shocking secret behind the Family Guy writing staff.
"
10,3,Cartman,"This... explains everything.
"
10,3,Announcer,"As an entire nation buries its head in sand... 
"
10,3,SNN Anchor,"The idea has swept the nation! But where will we find enough sand for everyone?
"
10,3,Announcer,"...and the battle between Good and Evil is finally waged...
"
10,3,Cartman,"Kyle, quit it! Stop it, Kyle!
"
10,3,Announcer,"Will the cartoon be allowed to appear uncensored? Will Family Guy be destroyed??? Will television executives fight for free speech? Or will Comedy Central puss out? Tune in to see Part 2 of Family Guy, next week, on South Park!
"
10,4,Announcer,"Previously on South Park...
"
10,4,SNN Anchor,"The popular cartoon, Family Guy, is going to show the image of Mohammad uncensored!
"
10,4,Prof. Thomas,"If we all bury our heads in sand,  we can avoid being any part of this.
"
10,4,Cartman,"I'm gonna do whatever I can... to get that episode pulled before this gets out of hand.
"
10,4,Kyle,"You just want Family Guy off the air...
"
10,4,Cartman,"Kyle, stop it!
"
10,4,Cartman,"So long, Kyle!
"
10,4,Kyle,"You son of a bitch! I won't let you win!
"
10,4,FOX President,"Mr. President, there's something about the Family Guy writing staff I think you should know. 
"
10,4,Announcer,"And now, the thrilling conclusion of... Cartoon Wars... will not be seen tonight!  so that we can bring you this Terrance & Phillip Television Special 
"
10,4,Phillip,"Say Terrance, isn't it wonderful having a holiday here at the Lazy ""J"" Ranch?
"
10,4,Terrance,"It sure is, Phillip. But I do believe this steer I'm riding has the farts. 
"
10,4,Phillip,"Oh, look who's coming! Isn't that Mohammad, the holy prophet of the Muslim religion? 
"
10,4,Mohammad,"Hey guys, how's it going?
"
10,4,Terrance,"Hello Mohammad, we've read all aboat you in the Koran.
"
10,4,Mohammad,"I'm here to investigate a murder.
"
10,4,Terrance,"ALL RIGHT, JUST WHAT THE HELL IS GOING ON HERE??!!
"
10,4,Phillip,"You censored out the image of Mohammad in our television special!!
"
10,4,Network President,"Ey! You guys know the rules! Nobody can show the image of Mohammad anymore. It's dangerous.
"
10,4,Terrance,"But you ruined the whole show!
"
10,4,Network President,"Look, I'm not gonna risk the lives of the people at this network. Let's just forget aboat it, okay guys?  Aw, come on guys, give me a break.
"
10,4,Phillip,"We demand you rerun Mystery at the Lazy ""J"" Ranch with Mohammad uncensored!
"
10,4,Network President,"Ey! I run this network, not you guys! And if you ask me, your show has become so preachy and full of messages that you've forgotten how to be funny! NO Mohammad!
"
10,4,Terrance,"But Family Guy is going to show Mohammad on an episode that airs tonight!
"
10,4,Network President,"I doubt it! I'll bet that right now, somebody is on their way to FOX Network to demand that that episode be pulled.
"
10,4,Cartman,"Ma'am, I need to speak to the president of this network right away.
"
10,4,Receptionist,"What is it regarding?
"
10,4,Cartman,"It's regarding Family Guy. I demand that the Mohammad episode be pulled before it airs tonight! It's incendiary, it's offensive to Muslims, and people can get hurt! It's wrong! It's WROOONG!
"
10,4,Receptionist,"O...kay, but if you've got a problem with Family Guy, you'll have to wait in line.  That little boy over there has an appointment to try and get Family Guy off the air altogether. 
"
10,4,Cartman,"Dude, can I go before you?
"
10,4,Bart,"Eat my shorts!
"
10,4,Kyle,"What the hell is going on?  Hello?  Excuse me, I need to get to Los Angeles.  Hello?! 
"
10,4,SNN Anchor,"...starting in a small town in central Colorado. The idea has now spread all over America.  Muslims continue to riot in the Middle East, demanding that Family Guy not air tonight's episode.  Amd Muslim terrorists continue to make threats.
"
10,4,Al-Zawahri,"""Family Guy"" better not show Mohammad tonight. I'm serious. ""Family Guy"" isn't funny.
"
10,4,SNN Anchor,"Osama bin Laden had this to say:
"
10,4,Osama bin Laden,"If you look closely at the writing in ""Family Guy"", you will see that the jokes never derive from the plot, and I think that's totally gay.
"
10,4,SNN Anchor,"Bin Laden went on to say that if Family Guy shows the image of Mohammad as planned, the terrorist retaliation will be immediate. 
"
10,4,Trucker,"You one of them?
"
10,4,Kyle,"Who?
"
10,4,Trucker,"How come your head ain't in the sand? 
"
10,4,Cartman,"So... you don't like Family Guy either, huh?
"
10,4,Bart,"I hate Family Guy.
"
10,4,Cartman,"So what's your plan? You're gonna ask the president of the network nicely to take it off the air?
"
10,4,Bart,"Not nicely.
"
10,4,Cartman,"Look, kid, if you hate a TV show, all you have to do is get an episode pulled. Pretty soon the show is compromised and it goes off the air.
"
10,4,Bart,"Cool, man.
"
10,4,Cartman,"Yes. So my plan is to use this whole Mohammad thing as a way to scare the network into pulling tonight's show. I'm going to use fear to get them to do what I want.
"
10,4,Bart,"Isn't that like, terrorism?
"
10,4,Cartman,"...No, it isn't like terrorism. It IS terrorism.
"
10,4,Bart,"I could do that.
"
10,4,Cartman,"This is manipulation at its highest lever; you should let me handle this.
"
10,4,Bart,"I'm a pretty bad kid.
"
10,4,Cartman,"Really? What's the worst thing you've ever done?
"
10,4,Bart,"I stole the head off a statue once.
"
10,4,Cartman,"Wow, that's pretty hardcore. Geez. That's like this one time, when I didn't like a kid, so I ground his parents up into chili and fed it to him.
"
10,4,Bart,"You got it, man. You got it. 
"
10,4,Cartman,"Seeya.
"
10,4,President Bush,"I want to assure the American people that as President, I have exhausted every possible solution. Unfortunately, Mohammad will appear uncensored on Family Guy tonight at seven.
"
10,4,Reporters,"Mr. President!
"
10,4,Reporter 1,"Mr. President, can't the writers of the show be reasoned with? Don't they know they're putting the country in danger? 
"
10,4,President Bush,"I have come to... understand something about the Family Guy writing staff. Suffice it to say that they will not be persuaded by the possibility of violence.
"
10,4,Reporters,"Mr. President!
"
10,4,Reporter 1,"What exactly did you learn about the Family Guy writing staff, Mr. President?
"
10,4,President Bush,"I'm afraid that information is classified.
"
10,4,Reporters,"AWWW!!!  Mr. President!
"
10,4,TCO Reporter,"Mr. President, can't you force the Family Guy writing staff not to write anything about Mohammad? 
"
10,4,LSX Reporter,"Couldn't you throw them in prison? 
"
10,4,President Bush,"Look! The fact of the matter is the Family Guy writing staff is protected by something called the First Amendment!
"
10,4,Reporter 2,"And what exactly is this First Amendment, Mr. President?
"
10,4,President Bush,"Uh you know, the right to free speech.
"
10,4,Reporters,"AWWW!!! 
"
10,4,Reporter 3,"Mr. President, when your administration came up with this ""First Amendment,"" did it not foresee a problem like this might happen? 
"
10,4,President Bush,"Well... We didn't come up with the First Amendment. It was already in place.
"
10,4,TCO Reporter,"What do you intend to do about this ""First Amendment,"" Mr. President? 
"
10,4,Reporter 4,"Forgive me, Mr. President, but this ""First Amendment"" sounds like a lot of bureaucratic jibbery-joob? 
"
10,4,Reporters,"Yeah!
"
10,4,Reporter 5,"That's right!
"
10,4,FOX President,"Okay, let's discuss the fall lineup.
"
10,4,Receptionist 2,"Sir, there's still one little boy out here who wants to speak with you about pulling the Family Guy episode
"
10,4,FOX President,"All right, let's get this over with. 
"
10,4,Cartman,"Hello, gentlemen, ladies. My name is little Danny Pocket. And I won't take much of your time. Please excuse my tiny crutch; it's the only way I can get around these days. Ow...
"
10,4,Staff,"Oh, poor kid.
"
10,4,Cartman,"You see, my father worked for a newspaper in my native country of Denmark. His newspaper showed an image of Mohammad and, two days later, terrorists suicides bombed his building. I was in the lobby when it happened.  First one terrorist suicide bombed us and, then dozens more. They just kept coming. Suicide bombers running in the building and blowing up one after another! They were like Mexican jumping beans. I just don't wanna see people here at your studio getting hurt, because... that would be, of course, your responsibility.  Ow..
"
10,4,FOX President,"I feel terrible. It's so east to put terrorism out of mind until one of its victims is staring you in the face.
"
10,4,Staffer,"Sir, if we pull the episode, the Family Guy writing staff will refuse to work again.
"
10,4,FOX President,"Little boy, will you talk to the Family Guy writing staff? If your story touches their hearts like it has ours, perhaps they'll back down from demanding we air the episode.
"
10,4,Cartman,"I'll certainly do my best.  Ow.
"
10,4,FOX President,"Take this noble child over to the Family Guy offices. If he can scare them like he has us, maybe we can pull the Mohammad episode after all.
"
10,4,Cartman,"Yes, and then Family Guy is as good as dead.
"
10,4,FOX President,"What was that?
"
10,4,Cartman,"I I said ""thank you."" Thank you for listening. 
"
10,4,Kyle,"Thanks a lot for the ride.
"
10,4,Trucker,"Ey, it's the least I could do. I hope you succeed, kid. I really don't wanna see Family Guy go off the air. I love that show!
"
10,4,Kyle,"I'll do everything I can.
"
10,4,Trucker,"I mean, I know it's just joke after joke, but I like that. At least it doesn't get all preachy and up its own ass with messages, you know? 
"
10,4,Kyle,"Excuse me.  Do you know which way the network president's office is?
"
10,4,Bart,"Who wants to know?!
"
10,4,Kyle,"Look, my fat bastard friend is trying to trick the network into getting Family Guy off the air.
"
10,4,Bart,"The network president's office is in there! 
"
10,4,Kyle,"Oh thanks, dude.
"
10,4,Bart,"No problem, man. 
"
10,4,Kyle,"Hello? This can't be right, I-  Ow!
"
10,4,Bart,"Cowabunga, motherfucker!
"
10,4,Receptionist 2,"Hello Mitchell.
"
10,4,Mitchell,"Oh hi, Miss Travis.
"
10,4,Miss Travis,"The president has asked that little Danny Pocket here speak with the Family Guy writing staff.
"
10,4,Mitchell,"Are you... sure? They're working on a new episode right now.
"
10,4,Cartman,"It won't take long, sir.  Ow...
"
10,4,Mitchell,"All right, I'll take him back. Follow me, little Danny.  You must be excited. Not many people get to meet our writing staff.
"
10,4,Cartman,"Yes, I'm totally excited. Family Guy is so funny.
"
10,4,Mitchell,"Well, here we are. Danny, the Family Guy writing staff.
"
10,4,Cartman,"Wha?  What are they?
"
10,4,Mitchell,"They're manatees.  Gretchen and Flubber are from the Gulf of Mexico. Tinker, Pete and Lucy are from the Caribbean Sea.
"
10,4,Cartman,"Family Guy is written by manatees?  Of course, it all makes sense now.
"
10,4,Mitchell,"They really are brilliant creatures.  You see, the right side of the tank is filled with idea balls.  Each ball has a verb, noun, or pop culture reference written on it. There's millions of them.  The manatees choose an idea ball and swim it over to the joke combine on the other side of the tank.  Uh there goes Gretchen! She's comin' up with an idea. Oh, she came up with Gary Coleman.  The idea balls drop into the joke combine and form part of the new script.  Laundry Date Winning Mexico Gary Coleman. A perfect Family Guy joke! I can see it now!
"
10,4,Lois,"Peter, you didn't do the laundry today.
"
10,4,Peter,"You think that's bad? Remember the time I won a date to Mexico with Gary Coleman?
"
10,4,Waiter,"¿Qué pasa, señores?
"
10,4,Gary Coleman,"Whatchoo talkin' 'bout, Willis?
"
10,4,Cartman,"Waitwaitaminute waitaminute. These... manatees demanded that Mohammad be shown? How? Manatees don't talk!
"
10,4,Mitchell,"When FOX censored the image of Mohammad last week, it also meant that the Mohammad ball had to come out of the idea tank. It made the manatees very upset. Pull just one idea ball out of the idea tank, and the manatees stop working. He-here, I'll show you.  Keith?  All right all right, put it back in!  Manatees are very ethical writers. Either everything's okay to write about, or nothing is. Anyway, the president of the network wanted you to ...speak with the manatees.
"
10,4,Cartman,"Oh... yes, yes. Um  hello, manatees. I, I think you should allow the network to pull your episode with Mohammad. See, I'm the victim of a, a terrorist attack and... terrorists might come after you if you-
"
10,4,Mitchell,"That isn't gonna work on them.
"
10,4,Cartman,"Why not?
"
10,4,Mitchell,"Don't you know anything about manatees? They're the only mammals that are completely unmoved by terrorst threats.
"
10,4,Cartman,"Son of a bitch.
"
10,4,Kyle,"Let me out of here, kid! Why are you doing this?
"
10,4,Cartman,"Well well well! 
"
10,4,Kyle,"Cartman!
"
10,4,Cartman,"Hello, Kyle. Looks like you've run into a little snag in your plan as well.
"
10,4,Kyle,"You fat sun of a bitch!
"
10,4,Cartman,"You came so close to stopping me, didn't you, Kyle. There was just one thing you didn't count on: that more people besides me hate Family Guy.
"
10,4,Bart,"Yeah.
"
10,4,Kyle,"Well, a lot of people like Family Guy too! Who are you to decide it shouldn't be on the air?!
"
10,4,Bart,"Shut up!  You shut your fucking face, man!  Did it work? Did you scare the network into pulling the episode?
"
10,4,Cartman,"Not yet! But I've come up with a new plan. I've learned how to make the Family Guy writing staff stop working! As soon as everyone goes on their lunch break, I can sneak back in.
"
10,4,Bart,"Cool man!
"
10,4,Kyle,"Cartman, let me out of this stupid net!!
"
10,4,Cartman,"Good, Kyle! That's good anger you're showin' there! See that?! That's emotional character development based on what's happening in the storyline! Not at all like Family Guy. Now, if you'll excuse me, Kyle,  I've got some idea balls to remove from a manatee tank.
"
10,4,Kyle,"WHAT?!
"
10,4,FOX President,"I don't understand it. What's wrong with them? 
"
10,4,Mitchell,"We don't know, Mr. President. They just stopped working.
"
10,4,FOX President,"But, nobody took any idea balls out of the tank, did they?
"
10,4,Mitchell,"No sir, none of us did. 
"
10,4,FOX President,"Then why are they refusing to write? I agreed to show Mohammad uncensored! I did what you asked! WHAT DO YOU WANT FROM ME??!!
"
10,4,Cartman,"Sir! Sir!  If you don't my saying, I think you asked for this. You gave in to the manatees last week. Now they know all they have to do is refuse to work and they can get whatever they want. You spoiled them by caving in. Now they thnk they can walk all over you.  Sir, you are in charge of this network, not them. Maybe it's time you showed them who's in charge.
"
10,4,FOX President,"You're right. It's time I stop letting these primadonna manatees tell me what to do! I'm pulling the Mohammad episode, you got that?! And if you all don't want to work tomorrow, you can just find other jobs!!  How long before Family Guy's supposed to air?!
"
10,4,Executive,"Twenty-five minutes.
"
10,4,FOX President,"I gotta hurry! 
"
10,4,Cartman,"I did it. I... AM... GOD!!!
"
10,4,Cartman,"Family Guy is going off the air! No more Family Guy for me, mon frère!
"
10,4,Kyle,"Cartman!!  You fucking fatass!
"
10,4,Cartman,"How the hell did you get out?
"
10,4,Kyle,"That kid and I had a long talk! I told him he was on a slippery slope to becoming a monster like you!
"
10,4,Cartman,"Aw, God damnit, you gave him one of your gay little speeches, didn't you?!
"
10,4,Kyle,"You are NOT KILLING FAMILY GUY!!
"
10,4,Cartman,"You're too late, Kyle! The president of the network is pulling the episode! Family Guy is as good as dead!
"
10,4,Kyle,"There's still time to tell the network president you're full of CRAP! 
"
10,4,Cartman,"I can't let you do that!
"
10,4,Kyle,"Get out of my way or I'll kick your ass!
"
10,4,Cartman,"Fine, Kyle. I guess it was inevitable.  Let this be our final battle.  Ow. OW! Stop it! Kyle, that's too hard! Ah!  Ugh. Kyle! Stop it!
"
10,4,Kyle,"Ow. Quit it!
"
10,4,Cartman,"Ow. Quit it, Kyle! Bleh. Kyle! 
"
10,4,Cartman,"Stop it!
"
10,4,Kyle,"Ow. Quit it!
"
10,4,Cartman,"Ow. Quit it, Kyle! Leh- Kyle! Let go- Okay okay come on, time out. Kyle, time out! Time out! Time out.  Time in!  I d-ow! Uh. Ah. Sh-gah. Okay. Okay. Time out! Kyle t-time out! Time out! Time out! Time out! Time out!
"
10,4,Kyle,"No more timeouts, fatass!
"
10,4,Cartman,"Time out! Time out! Time out, Kyle! Ay! Ay!
"
10,4,Cartman,"Kyle! Kyle! Get the... Get the- Kyle! Kyle, dude, that was- that was in the balls! Dude, serious- seriously! That was in the balls! No hitting- No hitting in the balls!  Kyle!  Quit it, Kyle. Give it up, Kyle!  Okay... Okay! Okay okay!  You win! You win. I give up.  Hahaha! I had my fingers crossed. 
"
10,4,Kyle,"Thanks, kid.
"
10,4,FOX President,"Network Control! This is the President! I want you to pull the episode.
"
10,4,Woman,"What?  Mr. President, are you sure? 
"
10,4,FOX President,"I'm sure. Begin episode jettison sequence 0 2 900. 
"
10,4,Computer Voice,"Abort System initiated.
"
10,4,Programmer 1,"Awaiting confirmation.
"
10,4,Woman,"Mr. President, we need your final approval code.
"
10,4,FOX President,"President approval code  0-0-destruct-
"
10,4,Kyle,"Sir! Mister television executive! Stop!
"
10,4,FOX President,"Who are you?
"
10,4,Kyle,"Listen to me: the little boy who convinced you to pull the episode is a bastard child. He only wants you to pull it because he knows it will be the end of Family Guy forever!
"
10,4,FOX President,"The end of Family Guy?
"
10,4,Woman,"Mr. President, we need final authorization!
"
10,4,FOX President,"Hold on, Julie!  What are you talking about, kid?
"
10,4,Kyle,"Pulling an episode because someone is offended starts a chain reaction. You'll have to pull more and more episodes until the show goes off the air completely. It's what happened to Laverne & Shirley.
"
10,4,FOX President,"You mean... the manatees aren't trying to run the network?
"
10,4,Kyle,"What manatees??!! 
"
10,4,Cartman,"Go ahead, Mr. President! Continue what you were doing!
"
10,4,Kyle,"No! You have to show Mohammad, Mr. President!
"
10,4,Woman,"Mr. President, we're awaiting your orders!
"
10,4,Kyle,"Sir, just think about what you're doing to free speech!
"
10,4,Cartman,"No! Think about the people who could get hurt!
"
10,4,FOX President,"Ah... I don't know who to listen to!
"
10,4,Cartman,"Okay, I'll make it easy for you.  Pull the Mohammad episode, now!
"
10,4,FOX President,"Okay, I'll listen to you.  Julie?
"
10,4,Kyle,"Noo! Wait! You can't listen to him! He's a lying deceitful monster who only wants Family Guy off the air!
"
10,4,FOX President,"But he has a gun.
"
10,4,Kyle,"You can't do what he wants just because he's the one threatening you with violence!
"
10,4,Cartman,"Shut up, Kyle!
"
10,4,FOX President,"I can't be responsible for people getting hurt. Especially me.
"
10,4,Kyle,"Yes, people can get hurt. That's how terrorism works. But if you give into that, Doug, you're allowing terrorism to work. Do the right thing here.
"
10,4,Cartman,"Give the orders to pull the episode, Mr. President!
"
10,4,FOX President,"I shouldn't even be in the office still. It's supposed to be half-day Friday.
"
10,4,Woman,"Mr. President, thirty seconds to airtime. What do you want us to do?!
"
10,4,Kyle,"Do the right thing, Mr. President.
"
10,4,FOX President,"How about I allow the episode to air but, just censor out the image of Mohammad again.
"
10,4,Kyle,"I wish that was good enough, but if you censor out Mohammad, then soon you'll have to censor out more.
"
10,4,Cartman,"No gay speeches, Kyle!
"
10,4,Kyle,"If you don't show Mohammad, then you've made a distinction what is okay to poke fun at, and what isn't. Either it's all okay, or none of it is.
"
10,4,Woman,"Five seconds, Mr. President! 
"
10,4,Kyle,"Do the right thing. Show Mohammad.  Do. The right. Thing.
"
10,4,Woman,"Mr. President, we need a decision now!
"
10,4,FOX President,"Family Guy goes on air as planned. Uncensored.
"
10,4,Kyle,"Yes! 
"
10,4,Cartman,"No! No, I hate Family Guy!! 
"
10,4,Woman,"Air it! 
"
10,4,Lois,"Peter! You got a pink slip at work?
"
10,4,Peter,"You think that's bad? Remember the time I got a salmon helmet from Mohammad while wearing a toga?
"
10,4,Peter,"Coming Mohammad. 
"
10,4,Peter,"Wow, a salmon helmet! Thanks! 
"
10,4,Peter,"Anyway, what were we talking about?
"
10,4,Peter,"Oh yeah, my pink slip.
"
10,4,President Bush,"Hey, that wasn't bad at all. They just showed Mohammad standin' there, lookin' normal.
"
10,4,An Official,"Mr. President, the terrorists are retaliating!
"
10,4,President Bush,"What?!
"
10,4,Peter,"Or the time I- 
"
10,4,SNN anchor,"As soon as the image of Mohammad appeared, terrorist leader al-Zawahri announced the retaliation!
"
10,4,Al-Zawahri,"We warned you not to show Mohammad- But ""Family Guy"" did it anyways. So now, here is our retaliation on America!!!
"
10,4,American Male 1,"Hello, I am American.
"
10,4,American Male 2,"I'm American too.
"
10,4,American Male 1,"We like to crap own each other. 
"
10,4,President Bush,"Hello, I am the President Bush. I will crap on both of you. 
"
10,4,American Male 2,"Ugh! We love to crap!
"
10,4,American Female,"I'm American. I'm pregnant with a baby, but I'm not married.
"
10,4,American Male 3,"Let's crap. 
"
10,4,Jesus,"Look at me! I'm Jesus! Would you like me to crap on you, Mr. Bush? 
"
10,4,All,"Mmm, yummy yummy crap. 
"
10,4,Al-Zawahri,"Oh yeah, take THAT! We burned you! THAT WAS WAY FUNNIER THAN FAMILY GUY.
"
10,5,Waiter,"Hi, welcome to P.F Chang's. How spicy would you like me to make your Chang sauce?
"
10,5,Head Waiter,"Chris, the people at Table 3 need their check.
"
10,5,Chris,"I know. I'm swamped. I've got no help here!
"
10,5,Head Waiter,"Well what about the new waiter?
"
10,5,Chris,"The new waiter is useless. And, I think he's high.
"
10,5,Towelie,"How spicy would you like your Chang sauce?
"
10,5,Male Diner,"Will you just place our order, please?
"
10,5,Towelie,"Oh man, I have no idea what's goin' on.
"
10,5,Head Waiter,"Everything okay here?
"
10,5,Male Diner,"Fine, except this towel has been mixing Chang sauce for fifteen minutes. He's clueless!
"
10,5,Towelie,"Don't call me shoeless! You're shoeless!
"
10,5,Male Diner,"Yeah? Well you're a towel!
"
10,5,Towelie,"You're a towel!
"
10,5,Head Waiter,"All right, that's it! Get out of here! You're fired!
"
10,5,Towelie,"Yeah!
"
10,5,Head Waiter,"Not him, you!
"
10,5,Towelie,"Awww.
"
10,5,Towelie,"Aw man, I really screwed up this time. The rent's due at the end of the month, and I don't have any money. I need to shape up and find a new job, quick.  But first, maybe I'll get a little high.  Wait. Here it goes. Good ideas comin'. Yeah. Hey yeah! I should become a writer! If I just write a book about my life, I can get it published and then make plenty of money to pay rent.
"
10,5,Toweli,"A MILLION LITTLE FIBERS
By
Toweleeeie
This is a really good idea...
"
10,5,Publisher 1,"Aha. Mmm. Yes. Yes, I see. Well, that's quite a fascinating story, you being engineered as a towel with a computer chip that determines dryness.
"
10,5,Towelie,"Yep! And it's all true.
"
10,5,Publisher 1,"Chapters 4 through 8, however, seem to all be about Doritos Brand Corn Chips.
"
10,5,Towelie,"I guess I could edit those chapters down some.
"
10,5,Publisher 1,"Don't bother. I'm sorry to tell you this, sir, but nobody's ever going to publish your memoirs.
"
